company_number,company_name,company_status,incorporation_date,sic_codes,registered_office_address,active_directors_over_50,company_type,companies_house_turnover,hmrc_turnover,last_accounts_date,category,vat_number
12324327,BARR BUILDING AND LANDSCAPING LTD,active,2019-11-20,41202,"15 Northfield Close, Stokesley, Middlesbrough, TS9 5PG, England",,ltd,Not available,"£1,709,468.40",Not available,Cleaning,GB12324327
14407339,BARTLETT GROUNDWORKS & LANDSCAPING LIMITED,active,2022-10-10,"43290, 43390, 81300","Suite 3.13 Queens Court 9 -17, Eastern Road, Romford, RM1 3NH, England",,ltd,Not available,"£1,350,945.23",Not available,Cleaning,GB14407339
15626930,BAY VIEW LANDSCAPING LTD,active,2024-04-08,81300,"65 High Street, Halifax, HX2 6PP, United Kingdom",,ltd,Not available,"£1,368,314.59",Not available,Cleaning,GB15626930
15179296,BCL SOLUTIONS ROOFING AND LANDSCAPING LTD,active,2023-10-01,"41202, 43910, 81300","36 Desborough Park Road, High Wycombe, HP12 3BQ, England",,ltd,Not available,"£1,721,918.83",Not available,Cleaning,GB15179296
15844864,BD DRIVEWAYS & LANDSCAPING LTD,active,2024-07-17,81300,"238 Merton High Street, London, SW19 1AU, England",,ltd,Not available,"£1,922,365.37",Not available,Cleaning,GB15844864
12625742,B DRIVEWAYS & LANDSCAPING LTD,active,2020-05-27,"43310, 43390, 43910, 43999","385 Hillcross Avenue, Morden, Surrey, SM4 4BY, United Kingdom",,ltd,Not available,"£1,779,497.43",Not available,Cleaning,GB12625742
15619991,BDS BUILDING LANDSCAPING SERVICES LTD,active,2024-04-05,"41202, 81300, 96090","22 Newstead Avenue, Burbage, Hinckley, LE10 2JB, United Kingdom",,ltd,Not available,"£1,012,609.27",Not available,Cleaning,GB15619991
14639782,BEAR CONSTRUCTION & LANDSCAPING LTD,active,2023-02-05,"43390, 81300","401 Blossom Court 15 Swandon Way, London, SW18 1JR, England",,ltd,Not available,"£1,073,494.89",Not available,Cleaning,GB14639782
SC763115,BEARSDEN LANDSCAPING LIMITED,active,2023-03-21,81300,"1/2 192 Dukes Road, Rutherglen, Glasgow, G73 5AA, Scotland",,ltd,Not available,"£1,926,413.28",Not available,Cleaning,GBSC763115
15885930,BECKETT LANDSCAPING LTD,active,2024-08-08,"43999, 81300","27 St. Cuthberts Street, Bedford, MK40 3JG, England",,ltd,Not available,"£1,700,804.56",Not available,Cleaning,GB15885930
15469144,BEE'S KNEES BUILDING & LANDSCAPING LTD,active,2024-02-06,81300,"5 Willow Road, Kings Stanley, Stonehouse, GL10 3HS, England",,ltd,Not available,"£1,955,053.22",Not available,Cleaning,GB15469144
12748448,BEE'S KNEE'S HORTICULTURE AND LANDSCAPING LTD,active,2020-07-16,81300,"55 Fieldview, London, SW18 3HF, England",,ltd,Not available,"£1,223,469.50",Not available,Cleaning,GB12748448
15388083,BE-LEAF IN US LANDSCAPING LTD,active,2024-01-04,81300,"Unit 2. The Loft, 33 Villier Street, Uxbridge, UB8 2PU, England",,ltd,Not available,"£1,228,380.48",Not available,Cleaning,GB15388083
13452648,BELLAMAY PAVING AND LANDSCAPING LIMITED,active,2021-06-11,43999,"18 Tiverton Road, Ruislip, HA4 0BW, United Kingdom",,ltd,Not available,"£1,322,610.60",Not available,Cleaning,GB13452648
5030091,BELMONT BUILDING AND LANDSCAPING LIMITED,active,2004-01-29,81100,"The Glen Thinghill, Cross Keys, Withington, Hereford, Herefordshire, HR1 3NZ, England",,ltd,Not available,"£1,418,635.35",Not available,Cleaning,GB05030091
11337769,BEN LANDSCAPING LTD,active,2018-04-30,43390,"43 The Roundway, London, N17 7HA, England",,ltd,Not available,"£1,222,696.76",Not available,Cleaning,GB11337769
14171459,BENNETTS CONSTRUCTION & LANDSCAPING LTD,active,2022-06-14,43290,"16 Ambrose Close, Worcester, Worcestershire, WR2 6JX, England",,ltd,Not available,"£1,589,447.68",Not available,Cleaning,GB14171459
8262063,BEN WILLIS COMMERCIAL LANDSCAPING LTD,active,2012-10-22,71112,"Market House, Church Street, Harleston, Norfolk, IP20 9BB, England",,ltd,Not available,"£1,357,972.19",Not available,Cleaning,GB08262063
6834497,BEN WILLIS LANDSCAPING LTD,active,2009-03-03,"71112, 81300","Market House, Church Street, Harleston, Norfolk, IP20 9BB, England",,ltd,Not available,"£1,378,921.25",Not available,Cleaning,GB06834497
12972897,BEN WORGAN GROUNDWORKS AND LANDSCAPING LTD,active,2020-10-26,81300,"36 Court Close Abermule, Montgomery, SY15 6NU, Wales",,ltd,Not available,"£1,625,234.02",Not available,Cleaning,GB12972897
NI699216,BESPOKE LANDSCAPING PROJECTS LTD,active,2023-07-14,81300,"15 Kilbride Lodge, Doagh, Co. Antrim, BT39 0RW, United Kingdom",,ltd,Not available,"£1,524,728.22",Not available,Cleaning,GBNI699216
15652820,BEXLEY BUILDING & LANDSCAPING LTD,active,2024-04-16,"43999, 81300","10a High Street, Chislehurst, BR7 5AN, England",,ltd,Not available,"£1,784,675.44",Not available,Cleaning,GB15652820
13183146,BHANGAL DRIVEWAY & LANDSCAPING LIMITED,active,2021-02-05,41202,"113 123 Farm Road, Oldbury, B68 8RA, England",,ltd,Not available,"£1,990,265.32",Not available,Cleaning,GB13183146
15933071,B H LANDSCAPING SERVICES LTD,active,2024-09-03,96090,"27 Old Gloucester Street, London, WC1N 3AX, United Kingdom",,ltd,Not available,"£1,130,564.62",Not available,Cleaning,GB15933071
13167017,BIG & SMALL LANDSCAPING LIMITED,active,2021-01-29,81300,"64 Castle Boulevard, Nottingham, NG7 1FN, England",,ltd,Not available,"£1,683,513.05",Not available,Cleaning,GB13167017
10995891,BILLY MORRIS BUILDING AND LANDSCAPING LTD,active,2017-10-04,41100,"64 Castle Boulevard, Nottingham, NG7 1FN, England",,ltd,Not available,"£1,028,972.53",Not available,Cleaning,GB10995891
14745392,BIRCHLAKE LANDSCAPING LIMITED,active,2023-03-21,81300,"Mackenzies Accountants 4 Kings Row, Armstrong Road, Maidstone, Kent, ME15 6AQ, England",,ltd,Not available,"£1,063,723.84",Not available,Cleaning,GB14745392
12655861,BIRCH MEADOW LANDSCAPING LIMITED,active,2020-06-09,81300,"Sentry Cottage, Bratton Fleming, Barnstaple, EX32 7JL, England",,ltd,Not available,"£1,489,013.69",Not available,Cleaning,GB12655861
10487201,BKR CONSTRUCTION AND LANDSCAPING LIMITED,active,2016-11-18,43290,"19 Peacock Rise, Chatham, ME5 8RN, England",,ltd,Not available,"£1,946,474.06",Not available,Cleaning,GB10487201
14075913,BLACK DIAMOND SURFACING & LANDSCAPING LTD,active,2022-04-28,81300,"6 Gatsby Crescent, Stockport, SK1 3DZ, England",,ltd,Not available,"£1,385,708.29",Not available,Cleaning,GB14075913
15008484,BLAZE BUILDING AND LANDSCAPING LTD,active,2023-07-17,"43390, 81300","15 Sefton Avenue, Bognor Regis, PO21 3BP, England",,ltd,Not available,"£1,072,507.48",Not available,Cleaning,GB15008484
12983006,BLOSSOM LANDSCAPING LTD,active,2020-10-29,81300,"7 Albion House Wharfdale Square, Tovil, Maidstone, ME15 6BF, England",,ltd,Not available,"£1,086,685.39",Not available,Cleaning,GB12983006
15400865,BLOSSOMS LANDSCAPING LTD,active,2024-01-09,81300,"60 Regent Road, Blackpool, FY1 4NB, England",,ltd,Not available,"£1,683,392.22",Not available,Cleaning,GB15400865
NI695519,BLUE CEDAR LANDSCAPING LTD,active,2023-03-16,81300,"9-15 High Street, Ballynahinch, BT24 8AB, United Kingdom",,ltd,Not available,"£1,935,006.26",Not available,Cleaning,GBNI695519
15225600,BLU’S LANDSCAPING LTD,active,2023-10-20,71112,"40 Melba Gardens, Tilbury, Essex, RM18 8NB, United Kingdom",,ltd,Not available,"£1,224,618.37",Not available,Cleaning,GB15225600
11109688,BLYTH VALLEY LANDSCAPING LIMITED,active,2017-12-13,81300,"Georgian House, 34 Thoroughfare, Halesworth, Suffolk, IP19 8AP, United Kingdom",,ltd,Not available,"£1,236,291.18",Not available,Cleaning,GB11109688
13160509,BMS LANDSCAPING & PAVING LTD,active,2021-01-27,81300,"531 The Wenta Business Centre, Colne Way, Watford, WD24 7ND, England",,ltd,Not available,"£1,849,166.04",Not available,Cleaning,GB13160509
SC472407,BOB ALEXANDER LANDSCAPING LTD,active,2014-03-13,81300,"6 Kintrae Rise, Elgin, IV30 5ND, Scotland",,ltd,Not available,"£1,161,832.26",Not available,Cleaning,GBSC472407
14959478,BOBZ BUILDING AND LANDSCAPING LTD,active,2023-06-24,"71112, 81300","51 Westfield Road, Surbiton, KT6 4EJ, United Kingdom",,ltd,Not available,"£1,224,719.26",Not available,Cleaning,GB14959478
12364282,BOGART LANDSCAPING LTD,active,2019-12-16,43999,"21 Hillfield Avenue, London, NW9 6NY, England",,ltd,Not available,"£1,637,249.42",Not available,Cleaning,GB12364282
14662816,BOLTON LANDSCAPING LTD,active,2023-02-14,81300,"8 Ladymeadow Close, Bolton, BL1 8UW, England",,ltd,Not available,"£1,612,079.61",Not available,Cleaning,GB14662816
SC725471,BONNIE PAVING AND LANDSCAPING LTD,active,2022-03-08,81300,"Oakfield House, 378 Brandon Street, Motherwell, Lanarkshire, ML1 1XA, Scotland",,ltd,Not available,"£1,700,102.94",Not available,Cleaning,GBSC725471
SC501877,BORDER LANDSCAPING & TREE SERVICES LTD,active,2015-03-30,81300,"Craigard, 16 Orchard Terrace, Hawick, Roxburghshire, TD9 9LX, Scotland",,ltd,Not available,"£1,976,482.96",Not available,Cleaning,GBSC501877
11452228,BORDERS DRIVEWAYS AND LANDSCAPING SPECIALISTS LTD,active,2018-07-06,43390,"Marston House 5, Elmdon Lane, Marston Green, Solihull, West Midlands, B37 7DL, England",,ltd,Not available,"£1,718,713.58",Not available,Cleaning,GB11452228
15452050,BOSTON LANDSCAPING LTD,active,2024-01-30,43999,"24 Woodside, Boston, PE21 7HE, United Kingdom",,ltd,Not available,"£1,886,732.90",Not available,Cleaning,GB15452050
15415247,BOTANICAL LANDSCAPING LIMITED,active,2024-01-16,81300,"83 Hill View Road, Rotherham, S61 2BN, United Kingdom",,ltd,Not available,"£1,966,096.10",Not available,Cleaning,GB15415247
15001093,BOUDICA PAVING & LANDSCAPING LTD,active,2023-07-13,43999,"29d Priory Works Newton Street, Newton St. Faith, Norwich, Norfolk, NR10 3AD, England",,ltd,Not available,"£1,483,125.88",Not available,Cleaning,GB15001093
13738247,BOWEN PAVING GROUNDWORKS & LANDSCAPING SPECIALIST LTD,active,2021-11-11,81300,"Unit 1 Amber Business Park Kings Road, Charfleets Industrial Estate, Canvey Island, Essex, SS8 0DD, England",,ltd,Not available,"£1,401,219.49",Not available,Cleaning,GB13738247
9017762,BOWER FACILITIES LIMITED,active,2014-04-29,81300,"2 Lake End Court Taplow Road, Taplow, Maidenhead, Berkshire, SL6 0JQ, England",,ltd,Not available,"£1,614,804.85",Not available,Cleaning,GB09017762
15693596,BOYLE LANDSCAPING LIMITED,active,2024-04-30,81300,"Unit 18 Chiltern Business Centre 63-65 Woodside Road, Amersham, HP6 6AA, England",,ltd,Not available,"£1,250,066.24",Not available,Cleaning,GB15693596
14426432,BRACKLEYS LANDSCAPING LTD,active,2022-10-18,81300,"2 Brackleys Way, Solihull, B92 8QJ, England",,ltd,Not available,"£1,065,611.29",Not available,Cleaning,GB14426432
SC713588,BRAEHILL BUILDING & LANDSCAPING LTD,active,2021-10-29,43390,"Room 11 Pentland House, Pentland Road, Loanhead, EH20 9QH, Scotland",,ltd,Not available,"£1,279,688.74",Not available,Cleaning,GBSC713588
13309154,BRAESTONE LANDSCAPING LTD,active,2021-04-01,81300,"120 Elmsleigh Drive, Leigh-On-Sea, SS9 3DP, England",,ltd,Not available,"£1,540,078.26",Not available,Cleaning,GB13309154
14600360,BRAMBLES LANDSCAPING LTD,active,2023-01-18,81300,"The Conifers, Bambers Lane, Blackpool, Lancashire, FY4 5LH, England",,ltd,Not available,"£1,180,257.33",Not available,Cleaning,GB14600360
15509003,BRAMLEY'S CONSTRUCTION & LANDSCAPING LTD,active,2024-02-20,"41202, 81300","5 Knowle Avenue, Chapel-En-Le-Frith, High Peak, SK23 0NB, England",,ltd,Not available,"£1,185,174.47",Not available,Cleaning,GB15509003
SC812288,BRANDON LANDSCAPING & FENCING LIMITED,active,2024-05-31,81300,"19 Culduthel Road, Inverness, IV2 4AA, Scotland",,ltd,Not available,"£1,496,360.44",Not available,Cleaning,GBSC812288
12336339,BRICKFIELDS BUILDING & LANDSCAPING LIMITED,active,2019-11-27,43999,"6 Victoria Place, Halliday Drive, Deal, CT14 7FH, England",,ltd,Not available,"£1,038,152.16",Not available,Cleaning,GB12336339
15049264,BRIDGE LANDSCAPING LTD,active,2023-08-04,71112,"53 Whitwell Green Lane, Elland, West Yorkshire, HX5 9EG, United Kingdom",,ltd,Not available,"£1,701,453.77",Not available,Cleaning,GB15049264
12214592,BRIDGMAN PAVING & LANDSCAPING LIMITED,active,2019-09-18,81300,"61 Sywell Road, Swindon, SN3 4BQ, England",,ltd,Not available,"£1,323,329.24",Not available,Cleaning,GB12214592
14701881,BRIERS LANDSCAPING CONTRACTORS LTD,active,2023-03-02,71112,"14701881 - COMPANIES HOUSE DEFAULT ADDRESS, Cardiff, CF14 8LH",,ltd,Not available,"£1,341,223.64",Not available,Cleaning,GB14701881
11652025,BRIGHTER OUTLOOK LANDSCAPING LTD,active,2018-10-31,81300,"13 Latham Road, Twickenham, TW1 1BN, England",,ltd,Not available,"£1,475,311.11",Not available,Cleaning,GB11652025
14689595,BRIGHTON LANDSCAPING & DRIVEWAYS LTD,active,2023-02-27,"43290, 43310, 43999, 81300","9 The Avenue, Brighton, BN2 4GF, England",,ltd,Not available,"£1,226,906.40",Not available,Cleaning,GB14689595
13823550,BRIGHTSIDE LANDSCAPING LTD,active,2021-12-31,81300,"127 Lytham Road, Blackburn, BB2 3EB, England",,ltd,Not available,"£1,406,296.23",Not available,Cleaning,GB13823550
12606291,BRIGHTVIEW LANDSCAPING LTD,active,2020-05-15,43290,"Grove House, 2 Woodberry Grove, London, N12 0DR, England",,ltd,Not available,"£1,407,792.34",Not available,Cleaning,GB12606291
10042632,BRISTOL LANDSCAPING SERVICES LIMITED,active,2016-03-04,81300,"C/O Mwr Accountants, Trym Lodge, 1 Henbury Road, Westbury On Trym, Bristol, BS9 3HQ, United Kingdom",,ltd,Not available,"£1,378,160.88",Not available,Cleaning,GB10042632
13715898,BROTHERS FENCING & LANDSCAPING LIMITED,active,2021-11-01,81300,"C/O Mgb Accountants - Suite 22 Trym Lodge, 1 Henbury Road, Westbury-On-Trym, Bristol, BS9 3HQ, United Kingdom",,ltd,Not available,"£1,195,879.82",Not available,Cleaning,GB13715898
15757923,BROWN BEAR LANDSCAPING LTD,active,2024-06-03,81300,"10 Sunbower Avenue, Dunstable, LU6 1UQ, England",,ltd,Not available,"£1,524,085.41",Not available,Cleaning,GB15757923
13960272,BROWNS BUILDING & LANDSCAPING LTD,active,2022-03-07,"41100, 81300","70 Barley Rise, Strensall, York, YO32 5AA, England",,ltd,Not available,"£1,155,007.89",Not available,Cleaning,GB13960272
16108361,BROWNS GROUNDWORKS & LANDSCAPING LTD,active,2024-11-28,"41201, 41202, 42110, 81300","96a Elm Grove, Hayling Island, PO11 9EH, England",,ltd,Not available,"£1,920,354.26",Not available,Cleaning,GB16108361
10454144,BROWNS LANDSCAPING AND GARDEN ROOMS LIMITED,active,2016-10-31,81300,"31a King Street, Stanford-Le-Hope, SS17 0HJ, England",,ltd,Not available,"£1,065,068.17",Not available,Cleaning,GB10454144
13546298,BT BUILDERS AND LANDSCAPING LTD,active,2021-08-04,43390,"13546298 - COMPANIES HOUSE DEFAULT ADDRESS, Cardiff, CF14 8LH",,ltd,Not available,"£1,112,291.83",Not available,Cleaning,GB13546298
15001901,BTFENCING AND LANDSCAPING LTD,active,2023-07-13,43999,"11 Marsh Croft, Brotherton, WF11 9HP, United Kingdom",,ltd,Not available,"£1,314,710.22",Not available,Cleaning,GB15001901
15472885,BUILDING CONSTRUCTION AND LANDSCAPING LTD,active,2024-02-07,"41201, 43290, 43320, 43390","71-75 Shelton Street, Covent Garden, London, WC2H 9JQ, United Kingdom",,ltd,Not available,"£1,959,816.99",Not available,Cleaning,GB15472885
8451327,BULBS LANDSCAPING AND TREE SERVICES LIMITED,active,2013-03-19,2400,"26 Dyffryn Avenue, Rhydyfelin, Pontypridd, CF37 5RY",,ltd,Not available,"£1,740,396.90",Not available,Cleaning,GB08451327
15989062,BULLFINCH FENCING & LANDSCAPING LTD,active,2024-10-01,81300,"50 Longhook Gardens, Northolt, Middiesex, UB5 6PF, England",,ltd,Not available,"£1,043,874.99",Not available,Cleaning,GB15989062
14018039,BULMER LANDSCAPING LTD,active,2022-04-01,81300,"C/O Accrue Accounting Unit E4 Arena Business Centre, Holyrood Close, Poole, Dorset, BH17 7FP, United Kingdom",,ltd,Not available,"£1,536,340.17",Not available,Cleaning,GB14018039
15559988,BURKES ROOFING AND LANDSCAPING LTD,active,2024-03-13,"43910, 81300","28 South Eastern Road, Rochester, ME2 4BN, England",,ltd,Not available,"£1,620,351.02",Not available,Cleaning,GB15559988
15427720,BURR LANDSCAPING LIMITED,active,2024-01-19,81300,"C/O Uhy Hacker Young, Roman Square, Sittingbourne, Kent, ME10 4BJ, United Kingdom",,ltd,Not available,"£1,625,967.35",Not available,Cleaning,GB15427720
13115771,BUSHBABY GARDENS & LANDSCAPING LTD,active,2021-01-06,81300,"29 Cassio Road, Watford, WD18 0QP, England",,ltd,Not available,"£1,496,515.64",Not available,Cleaning,GB13115771
12482957,BW CONSTRUCTION AND LANDSCAPING LTD,active,2020-02-25,81300,"The Island House The Island, Midsomer Norton, Radstock, BA3 2DZ, England",,ltd,Not available,"£1,450,013.26",Not available,Cleaning,GB12482957
11588636,B WYETH BUILDING AND LANDSCAPING SOLUTIONS LTD,active,2018-09-25,41202,"1a Rosoman Road, Southampton, SO19 2PH, England",,ltd,Not available,"£1,949,618.55",Not available,Cleaning,GB11588636
11897026,B Y LANDSCAPING LIMITED,active,2019-03-21,81300,"38a Melbourne Street, Stalybridge, Cheshire, SK15 2JJ, England",,ltd,Not available,"£1,969,404.96",Not available,Cleaning,GB11897026
11131002,C A GARDEN LANDSCAPING LIMITED,active,2018-01-03,81300,"1 Grantham Drive, Farnborough, Hampshire, GU14 9UB, United Kingdom",,ltd,Not available,"£1,972,997.82",Not available,Cleaning,GB11131002
14022227,CALDEIRA MARQUES LANDSCAPING LIMITED,active,2022-04-04,81300,"44 Clifford Road, Richmond, TW10 7EA, England",,ltd,Not available,"£1,348,069.85",Not available,Cleaning,GB14022227
SC777554,CALEDONIA LANDSCAPING LTD,active,2023-07-31,81300,"43 Caledonia Road, Saltcoats, KA21 5AJ, Scotland",,ltd,Not available,"£1,936,996.58",Not available,Cleaning,GBSC777554
SC447996,CALEDONIAN LANDSCAPING LTD,active,2013-04-18,81300,"30 Glasgow Road, Edinburgh, EH12 8HL, Scotland",,ltd,Not available,"£1,715,335.42",Not available,Cleaning,GBSC447996
15385719,C ALLEN GROUNDWORKS & LANDSCAPING LTD,active,2024-01-03,41202,"106 Branston Road, Uppingham, Oakham, LE15 9RS, England",,ltd,Not available,"£1,035,630.97",Not available,Cleaning,GB15385719
SC795692,CALLUM CONNOLLY BUILDING & LANDSCAPING LIMITED,active,2024-01-18,81300,"1 Dalhousie Terrace, Morningside, Edinburgh, Midlothian, EH10 5NE, Scotland",,ltd,Not available,"£1,878,381.64",Not available,Cleaning,GBSC795692
15140065,CAMBERLEY LANDSCAPING LIMITED,active,2023-09-15,81300,"79b Guildford Road, Bagshot, GU19 5NS, England",,ltd,Not available,"£1,363,679.78",Not available,Cleaning,GB15140065
SC652157,CAMBUS FENCING & LANDSCAPING LTD,active,2020-01-21,81300,"315 Bank Street, Coatbridge, ML5 1EJ, Scotland",,ltd,Not available,"£1,756,298.43",Not available,Cleaning,GBSC652157
16009310,CAMELLIA LANDSCAPING LTD,active,2024-10-09,81300,"228 Greggs Wood Road, Tunbridge Wells, TN2 3HU, England",,ltd,Not available,"£1,493,356.84",Not available,Cleaning,GB16009310
15059033,C&B DRIVEWAYS AND LANDSCAPING LTD,active,2023-08-08,43999,"Flat A 8 Oxford Street, Long Eaton, Nottingham, NG10 1JR, England",,ltd,Not available,"£1,427,150.83",Not available,Cleaning,GB15059033
15071889,C&C LANDSCAPING LIMITED,active,2023-08-14,81300,"9 Leighton Home Farm Court, Wellhead Lane, Westbury, BA13 3PT, England",,ltd,Not available,"£1,375,078.39",Not available,Cleaning,GB15071889
SC686127,CANDID LANDSCAPING LTD,active,2021-01-15,42990,"2nd Floor 22-24 Blythswood Square, Glasgow, G2 4BG, Scotland",,ltd,Not available,"£1,767,169.79",Not available,Cleaning,GBSC686127
16039967,C&J GROUNDWORKS & LANDSCAPING LTD,active,2024-10-24,81300,"13a Langford Road, Weston-Super-Mare, BS23 3PQ, England",,ltd,Not available,"£1,404,003.86",Not available,Cleaning,GB16039967
15042134,C&J LANDSCAPING LIMITED,active,2023-08-01,81300,"422 St. Albans Road, Nottingham, NG6 9FP, England",,ltd,Not available,"£1,537,223.57",Not available,Cleaning,GB15042134
15620721,C&M GARDENING AND LANDSCAPING SERVICES LTD,active,2024-04-06,81300,"47 Gardner Road, Maidenhead, SL6 7PR, England",,ltd,Not available,"£1,466,324.02",Not available,Cleaning,GB15620721
12359415,C&S LANDSCAPING LTD,active,2019-12-11,49410,"9 Mullins Close, Basingstoke, RG21 5QU, England",,ltd,Not available,"£1,824,293.81",Not available,Cleaning,GB12359415
14408548,CANNON GARDENS & LANDSCAPING LTD,active,2022-10-10,81300,"106 Castlesteads Drive, Carlisle, CA2 7XD, United Kingdom",,ltd,Not available,"£1,146,386.07",Not available,Cleaning,GB14408548
7171288,CAPABILITY BROWN LANDSCAPING LIMITED,active,2010-02-26,74990,"Landscape House Premier Way, Lowfields Business Park, Elland, West Yorkshire, HX5 9HT",,ltd,Not available,"£1,577,640.04",Not available,Cleaning,GB07171288
12338462,CAPITAL GARDEN & LANDSCAPING LTD,active,2019-11-28,"43290, 43390, 43999","11 Lisa Lodge 88 Station Road, New Barnet, London, EN5 1QD, United Kingdom",,ltd,Not available,"£1,119,225.10",Not available,Cleaning,GB12338462
12941866,CAPITAL PAVING & LANDSCAPING SURREY LTD,active,2020-10-09,81300,"54a Church Road, Ashford, Middlesex, TW15 2TS, United Kingdom",,ltd,Not available,"£1,171,662.21",Not available,Cleaning,GB12941866
14115304,CARDIFF LANDSCAPING & DIGGER SERVICES LTD,active,2022-05-18,43999,"5 Plas Treoda, Whitchurch, Cardiff, CF14 1PT, United Kingdom",,ltd,Not available,"£1,217,844.93",Not available,Cleaning,GB14115304
16036606,CARDIFF TREES LANDSCAPING AND PATIOS LTD,active,2024-10-23,81300,"202 New Road, Rumney, Cardiff, CF3 3BN, Wales",,ltd,Not available,"£1,074,660.73",Not available,Cleaning,GB16036606
11152776,CAREL CONSTRUCTION & LANDSCAPING LTD,active,2018-01-16,81300,"9 Oakmead Road, Llanharan, Pontyclun, Rct, CF72 9FB, Wales",,ltd,Not available,"£1,430,184.67",Not available,Cleaning,GB11152776
15732687,CARL ADCOCK FENCING & LANDSCAPING LTD,active,2024-05-21,"81300, 96090","8 Bowyer Road, Abingdon, OX14 2EW, England",,ltd,Not available,"£1,260,790.79",Not available,Cleaning,GB15732687
7361878,CARL WESTWOOD BUILDING SERVICES & LANDSCAPING LTD,active,2010-09-01,43390,"The Coach House, Greensforge, Kingswinford, West Midlands, DY6 0AH",,ltd,Not available,"£1,228,136.20",Not available,Cleaning,GB07361878
15496274,CARP CLEANING AND LANDSCAPING LTD,active,2024-02-17,"81210, 81229, 81300","28 Conway Road, Flat 1, Leicester, LE2 1PD, United Kingdom",,ltd,Not available,"£1,846,785.68",Not available,Cleaning,GB15496274
13763704,CARROLL AND SON LANDSCAPING LIMITED,active,2021-11-24,81300,"213 Station Road, Stechford, Birmingham, B33 8BB, England",,ltd,Not available,"£1,129,987.98",Not available,Cleaning,GB13763704
15111879,CARTERS PAVING AND LANDSCAPING LTD,active,2023-09-04,81300,"3rd Floor, 86-90 Paul Street, London, EC2A 4NE, England",,ltd,Not available,"£1,674,260.17",Not available,Cleaning,GB15111879
15807470,CASSIDY HALL BUILDING & LANDSCAPING LTD,active,2024-06-28,43999,"Alva House, Valley Drive, Gravesend, Kent, DA12 5UE, United Kingdom",,ltd,Not available,"£1,424,513.69",Not available,Cleaning,GB15807470
15916586,CASTLEGATE LANDSCAPING LIMITED,active,2024-08-26,81300,"3 Millom Court, Peterlee, SR8 1PN, England",,ltd,Not available,"£1,038,798.11",Not available,Cleaning,GB15916586
14904606,CATA BUILDING & LANDSCAPING LTD,active,2023-05-31,"41202, 81300","Unit 12 Cavendish House, Plumpton Road, Hoddesdon, EN11 0LB, United Kingdom",,ltd,Not available,"£1,977,035.49",Not available,Cleaning,GB14904606
14542890,CAVALRY DRIVEWAYS AND LANDSCAPING LTD,active,2022-12-15,42110,"321 Brighton Road, Lancing, BN15 8JR, England",,ltd,Not available,"£1,518,172.74",Not available,Cleaning,GB14542890
14318546,CBC LANDSCAPING AND MAINTENANCE LTD,active,2022-08-25,81300,"C/O Hilton Jones Hollinwood Business Centre, Albert Street, Oldham, OL8 3QL, England",,ltd,Not available,"£1,636,107.12",Not available,Cleaning,GB14318546
12861727,CCL - CUSTOM CARPENTRY & LANDSCAPING LTD,active,2020-09-07,16230,"48 Worcester Court, Tonyrefail, Porth, CF39 8JT, Wales",,ltd,Not available,"£1,086,902.48",Not available,Cleaning,GB12861727
15922126,CCW BUILDING & LANDSCAPING LTD,active,2024-08-28,"41100, 81300","62 Bartholomew Street, Newbury, RG14 7BE, England",,ltd,Not available,"£1,000,449.42",Not available,Cleaning,GB15922126
11407060,CD GROUNDWORKS & LANDSCAPING LTD,active,2018-06-11,81300,"Kenton House, Oxford Street, Moreton-In-Marsh, Gloucestershire, GL56 0LA, England",,ltd,Not available,"£1,987,211.51",Not available,Cleaning,GB11407060
15838561,CENTRAL DRIVEWAY'S & LANDSCAPING LTD,active,2024-07-15,"43390, 81300","Hadleigh Business Centre, Suite 9, 351 London Road, Benfleet, SS7 2BT, England",,ltd,Not available,"£1,895,196.18",Not available,Cleaning,GB15838561
SC633545,CENTRAL LANDSCAPING LTD,active,2019-06-17,81300,"30 Overtoun Road, Springside, Irvine, KA11 3BG, Scotland",,ltd,Not available,"£1,501,509.41",Not available,Cleaning,GBSC633545
SC503866,CENTRAL LANDSCAPING SUPPLIES LIMITED,active,2015-04-21,47789,"The Yard, Grangemouth Road, Bo'Ness, West Lothian, EH51 0PU",,ltd,Not available,"£1,029,955.36",Not available,Cleaning,GBSC503866
12999681,CEVLIK LANDSCAPING &GARDENING LTD,active,2020-11-05,81300,"16 Marlborough Square, Cheshunt, Waltham Cross, EN8 9FL, England",,ltd,Not available,"£1,348,090.45",Not available,Cleaning,GB12999681
12538536,CFD LANDSCAPING LTD,active,2020-03-30,81300,"72 Gordon Road, Basildon, SS14 1PQ, England",,ltd,Not available,"£1,167,923.05",Not available,Cleaning,GB12538536
15648944,CGF LANDSCAPING AND PAVING LTD,active,2024-04-15,81300,"23 Thrup Way, Northampton, NN7 4GQ, England",,ltd,Not available,"£1,498,270.40",Not available,Cleaning,GB15648944
12897512,CG LANDSCAPING LTD,active,2020-09-22,"43290, 81300","23-25 Foxes Bridge Road, Forest Vale Industrial Estate, Cinderford, GL14 2PQ, England",,ltd,Not available,"£1,741,876.98",Not available,Cleaning,GB12897512
14428763,CGL LANDSCAPING LIMITED,active,2022-10-19,81300,"50 Blythwood Gardens, Stansted, CM24 8HH, England",,ltd,Not available,"£1,086,631.96",Not available,Cleaning,GB14428763
